object_id,object_type,total_amount,status
PR140,Purchase Requisition,2512.16,
PR141,Purchase Requisition,3698.54,
PR142,Purchase Requisition,2909.88,
PR143,Purchase Requisition,4771.73,
PR144,Purchase Requisition,6424.28,
PR145,Purchase Requisition,2915.25,
PR146,Purchase Requisition,4081.41,
PR147,Purchase Requisition,4874.75,
PR148,Purchase Requisition,5348.3,
PR149,Purchase Requisition,4905.67,
PR150,Purchase Requisition,7775.73,
PR151,Purchase Requisition,6594.5,
PR152,Purchase Requisition,6254.11,
PR153,Purchase Requisition,3359.51,
PR154,Purchase Requisition,5695.69,
PR155,Purchase Requisition,8234.24,
PR156,Purchase Requisition,4244.96,
PR157,Purchase Requisition,6124.67,
PR158,Purchase Requisition,2991.69,
PR159,Purchase Requisition,3572.94,
PR160,Purchase Requisition,4785.87,
PR161,Purchase Requisition,6826.82,
PR162,Purchase Requisition,4777.68,
PR163,Purchase Requisition,5002.67,
PR164,Purchase Requisition,5290.56,
PR165,Purchase Requisition,4210.37,
PR166,Purchase Requisition,8419.65,
PR167,Purchase Requisition,4154.16,
PR168,Purchase Requisition,7273.96,
PR169,Purchase Requisition,6808.11,
PR170,Purchase Requisition,6354.89,
PR171,Purchase Requisition,5589.89,
PR172,Purchase Requisition,5741.19,
PR173,Purchase Requisition,6351.91,
PR174,Purchase Requisition,5867.91,
PR175,Purchase Requisition,5232.14,
PR176,Purchase Requisition,4737.79,
PR177,Purchase Requisition,5733.46,
PR178,Purchase Requisition,6708.26,
PR179,Purchase Requisition,2726.25,
PR180,Purchase Requisition,5489.95,
PR181,Purchase Requisition,3152.75,
PR182,Purchase Requisition,4506.35,
PR183,Purchase Requisition,7530.46,
PR184,Purchase Requisition,4956.13,
PR185,Purchase Requisition,5626.01,
PR186,Purchase Requisition,6752.31,
PR187,Purchase Requisition,5668.8,
PR188,Purchase Requisition,3974.23,
PR189,Purchase Requisition,6944.71,
PR190,Purchase Requisition,7319.54,
PR191,Purchase Requisition,3541.14,
PR192,Purchase Requisition,5755.87,
PR193,Purchase Requisition,5508.58,
PR194,Purchase Requisition,4480.36,
PR195,Purchase Requisition,8801.96,
PR196,Purchase Requisition,6016.41,
PR197,Purchase Requisition,4368.98,
PR198,Purchase Requisition,3650.57,
PR199,Purchase Requisition,6718.37,
PR200,Purchase Requisition,5017.53,
PR201,Purchase Requisition,4407.66,
PR202,Purchase Requisition,1732.68,
PR203,Purchase Requisition,4905.31,
PR204,Purchase Requisition,4944.9,
PR205,Purchase Requisition,7650.26,
PR206,Purchase Requisition,3577.42,
PR207,Purchase Requisition,622.01,
PR208,Purchase Requisition,4642.28,
PR209,Purchase Requisition,3357.34,
PR210,Purchase Requisition,5527.19,
PR211,Purchase Requisition,5258.71,
PR212,Purchase Requisition,6770.8,
PR213,Purchase Requisition,7858.81,
PR214,Purchase Requisition,5022.81,
PR215,Purchase Requisition,2872.51,
PR216,Purchase Requisition,6230.55,
PR217,Purchase Requisition,4707.01,
PR218,Purchase Requisition,9077.68,
PR219,Purchase Requisition,4102.53,
PR220,Purchase Requisition,3055.22,
PR221,Purchase Requisition,6125.08,
PR222,Purchase Requisition,3796.7,
PR223,Purchase Requisition,2798.64,
PR224,Purchase Requisition,7024.48,
PR225,Purchase Requisition,1923.81,
PR226,Purchase Requisition,4567.22,
PR227,Purchase Requisition,6930.83,
PR228,Purchase Requisition,6184.21,
PR229,Purchase Requisition,5137.29,
PR230,Purchase Requisition,3384.04,
PR231,Purchase Requisition,4235.95,
PR232,Purchase Requisition,4783.48,
PR233,Purchase Requisition,5072.98,
PR234,Purchase Requisition,2294.66,
PR235,Purchase Requisition,1811.35,
PR236,Purchase Requisition,5676.73,
PR237,Purchase Requisition,1344.98,
PR238,Purchase Requisition,4506.76,
PR239,Purchase Requisition,6209.09,
PR240,Purchase Requisition,6441.28,
PR241,Purchase Requisition,5010.81,
PR242,Purchase Requisition,4726.62,
PR243,Purchase Requisition,6109.33,
PR244,Purchase Requisition,8771.39,
PR245,Purchase Requisition,4203.27,
PR246,Purchase Requisition,6166.48,
PR247,Purchase Requisition,4063.1,
PR248,Purchase Requisition,4397.44,
PR249,Purchase Requisition,4355.39,
PR250,Purchase Requisition,7648.1,
PR251,Purchase Requisition,3990.2,
PR252,Purchase Requisition,3706.92,
PR253,Purchase Requisition,7337.46,
PR254,Purchase Requisition,5513.96,
PR255,Purchase Requisition,2740.85,
PR256,Purchase Requisition,4926.28,
PR257,Purchase Requisition,7268.55,
PR258,Purchase Requisition,5027.51,
PR259,Purchase Requisition,6408.07,
PR260,Purchase Requisition,4446.3,
PR261,Purchase Requisition,6357.03,
PR262,Purchase Requisition,5684.6,
PR263,Purchase Requisition,6403.42,
PR264,Purchase Requisition,6227.08,
PR265,Purchase Requisition,4125.51,
PR266,Purchase Requisition,3091.56,
PR267,Purchase Requisition,8542.87,
PR268,Purchase Requisition,9347.09,
PR269,Purchase Requisition,3092.95,
PR270,Purchase Requisition,10540.64,
PR271,Purchase Requisition,5491.58,
PR272,Purchase Requisition,5587.63,
PR273,Purchase Requisition,3880.61,
PR274,Purchase Requisition,4190.13,
PR275,Purchase Requisition,5165.73,
PR276,Purchase Requisition,3154.33,
PR277,Purchase Requisition,3253.33,
PR278,Purchase Requisition,2572.71,
PR279,Purchase Requisition,2209.91,
PR280,Purchase Requisition,6447.54,
PR281,Purchase Requisition,5645.5,
PR282,Purchase Requisition,7216.68,
PR283,Purchase Requisition,3780.25,
PR284,Purchase Requisition,7151.42,
PR285,Purchase Requisition,6185.3,
PR286,Purchase Requisition,2305.63,
PR287,Purchase Requisition,7151.71,
PR288,Purchase Requisition,10614.27,
PR289,Purchase Requisition,7000.02,
PR290,Purchase Requisition,8646.34,
PR291,Purchase Requisition,5191.55,
PR292,Purchase Requisition,3951.79,
PR293,Purchase Requisition,640.35,
PR294,Purchase Requisition,7165.58,
PR295,Purchase Requisition,6947.68,
PR296,Purchase Requisition,6835.6,
PR297,Purchase Requisition,2835.63,
PR298,Purchase Requisition,3100.41,
PR299,Purchase Requisition,5179.99,
PR300,Purchase Requisition,1477.18,
PR301,Purchase Requisition,4669.53,
PR302,Purchase Requisition,7936.0,
PR303,Purchase Requisition,5873.06,
PR304,Purchase Requisition,3862.51,
PR305,Purchase Requisition,5020.88,
PR306,Purchase Requisition,4009.5,
PR307,Purchase Requisition,2857.41,
PR308,Purchase Requisition,5381.18,
PR309,Purchase Requisition,2320.8,
PR310,Purchase Requisition,6214.4,
PR311,Purchase Requisition,2501.19,
PR312,Purchase Requisition,4500.68,
PR313,Purchase Requisition,3340.33,
PR314,Purchase Requisition,2682.82,
PR315,Purchase Requisition,4410.62,
PR316,Purchase Requisition,8445.83,
PR317,Purchase Requisition,4650.06,
PR318,Purchase Requisition,1396.85,
PR319,Purchase Requisition,5185.09,
PR320,Purchase Requisition,4341.24,
PR321,Purchase Requisition,5122.34,
PR322,Purchase Requisition,3995.81,
PR323,Purchase Requisition,4345.35,
PR324,Purchase Requisition,2759.84,
PR325,Purchase Requisition,3845.03,
PR326,Purchase Requisition,6216.71,
PR327,Purchase Requisition,5671.22,
PR328,Purchase Requisition,4384.45,
PR329,Purchase Requisition,4345.69,
PR330,Purchase Requisition,7416.55,
PR331,Purchase Requisition,5804.04,
PR332,Purchase Requisition,2970.42,
PR333,Purchase Requisition,6181.1,
PR334,Purchase Requisition,5319.55,
PR335,Purchase Requisition,4480.04,
PR336,Purchase Requisition,2194.64,
PR337,Purchase Requisition,7951.02,
PR338,Purchase Requisition,4103.22,
PR339,Purchase Requisition,4509.1,
PR340,Purchase Requisition,7360.45,
PR341,Purchase Requisition,4118.63,
PR342,Purchase Requisition,6490.7,
PR343,Purchase Requisition,4593.36,
PR344,Purchase Requisition,3083.6,
PR345,Purchase Requisition,6732.56,
PR346,Purchase Requisition,6115.13,
PR347,Purchase Requisition,8189.51,
PR348,Purchase Requisition,5444.79,
PR349,Purchase Requisition,1948.93,
PR350,Purchase Requisition,3426.59,
PR351,Purchase Requisition,2734.17,
PR352,Purchase Requisition,5699.73,
PR353,Purchase Requisition,7902.71,
PR354,Purchase Requisition,2028.06,
PR355,Purchase Requisition,2073.48,
PR356,Purchase Requisition,4460.82,
PR357,Purchase Requisition,5401.69,
PR358,Purchase Requisition,5997.77,
PR359,Purchase Requisition,3454.48,
PR360,Purchase Requisition,3937.85,
PR361,Purchase Requisition,4235.57,
PR362,Purchase Requisition,3191.44,
PR363,Purchase Requisition,8491.06,
PR364,Purchase Requisition,7435.16,
PR365,Purchase Requisition,5816.26,
PR366,Purchase Requisition,8309.94,
PR367,Purchase Requisition,1178.64,
PR368,Purchase Requisition,3107.01,
PR369,Purchase Requisition,10145.91,
PR370,Purchase Requisition,4191.75,
PR371,Purchase Requisition,8885.56,
PR372,Purchase Requisition,6678.35,
PR373,Purchase Requisition,4405.83,
PR374,Purchase Requisition,2946.55,
PR375,Purchase Requisition,4778.56,
PR376,Purchase Requisition,8689.43,
PR377,Purchase Requisition,4453.26,
PR378,Purchase Requisition,4827.4,
PR379,Purchase Requisition,6036.94,
PR380,Purchase Requisition,4487.7,
PR381,Purchase Requisition,6789.89,
PR382,Purchase Requisition,6856.2,
PR383,Purchase Requisition,4541.87,
PR384,Purchase Requisition,6446.44,
PR385,Purchase Requisition,7143.19,
PR386,Purchase Requisition,7410.92,
PR387,Purchase Requisition,1495.67,
PR388,Purchase Requisition,4913.85,
PR389,Purchase Requisition,2632.49,
PR390,Purchase Requisition,3956.22,
PR391,Purchase Requisition,9972.3,
PR392,Purchase Requisition,5639.51,
PR393,Purchase Requisition,2558.55,
PR394,Purchase Requisition,4797.23,
PR395,Purchase Requisition,2404.28,
PR396,Purchase Requisition,2455.47,
PR397,Purchase Requisition,6261.55,
PR398,Purchase Requisition,3956.08,
PR399,Purchase Requisition,8199.0,
PR400,Purchase Requisition,4623.69,
PR401,Purchase Requisition,154.23,
PR402,Purchase Requisition,4192.44,
PR403,Purchase Requisition,4293.25,
PR404,Purchase Requisition,4534.82,
PR405,Purchase Requisition,2738.98,
PR406,Purchase Requisition,5704.26,
PR407,Purchase Requisition,6774.9,
PR408,Purchase Requisition,4042.52,
PR409,Purchase Requisition,3314.51,
PR410,Purchase Requisition,3232.47,
PR411,Purchase Requisition,1807.56,
PR412,Purchase Requisition,3062.59,
PR413,Purchase Requisition,5680.2,
PR414,Purchase Requisition,5159.79,
PR415,Purchase Requisition,5422.22,
PR416,Purchase Requisition,2366.92,
PR417,Purchase Requisition,9168.47,
PR418,Purchase Requisition,5515.12,
PR419,Purchase Requisition,6178.74,
PR420,Purchase Requisition,3859.75,
PR421,Purchase Requisition,5315.14,
PR422,Purchase Requisition,9242.05,
PR423,Purchase Requisition,8636.81,
PR424,Purchase Requisition,2332.18,
PR425,Purchase Requisition,5861.01,
PR426,Purchase Requisition,1115.03,
PR427,Purchase Requisition,4851.58,
PR428,Purchase Requisition,1475.09,
PR429,Purchase Requisition,1956.57,
PR430,Purchase Requisition,6867.69,
PR431,Purchase Requisition,6298.41,
PR432,Purchase Requisition,3258.25,
PR433,Purchase Requisition,3915.89,
PR434,Purchase Requisition,3567.28,
PR435,Purchase Requisition,6346.27,
PR436,Purchase Requisition,4064.1,
PR437,Purchase Requisition,3527.33,
PR438,Purchase Requisition,9908.71,
PR439,Purchase Requisition,7789.2,
PR440,Purchase Requisition,6011.82,
PR441,Purchase Requisition,2384.97,
PR442,Purchase Requisition,10001.85,
PR443,Purchase Requisition,3203.5,
PR444,Purchase Requisition,5574.8,
PR445,Purchase Requisition,5337.67,
PR446,Purchase Requisition,4709.88,
PR447,Purchase Requisition,5739.21,
PR448,Purchase Requisition,805.34,
PR449,Purchase Requisition,8369.11,
PR450,Purchase Requisition,4983.2,
PR451,Purchase Requisition,4927.1,
PR452,Purchase Requisition,284.69,
PR453,Purchase Requisition,5569.73,
PR454,Purchase Requisition,5515.51,
PR455,Purchase Requisition,4147.2,
PR456,Purchase Requisition,5160.66,
PR457,Purchase Requisition,4868.86,
PR458,Purchase Requisition,5888.13,
PR459,Purchase Requisition,5747.77,
PR460,Purchase Requisition,4868.08,
PR461,Purchase Requisition,4287.36,
PR462,Purchase Requisition,2448.35,
PR463,Purchase Requisition,3297.66,
PR464,Purchase Requisition,8290.09,
PR465,Purchase Requisition,2563.04,
PR466,Purchase Requisition,1499.31,
PR467,Purchase Requisition,2354.85,
PR468,Purchase Requisition,4199.55,
PR469,Purchase Requisition,1124.15,
PR470,Purchase Requisition,6492.78,
PR471,Purchase Requisition,4825.93,
PR472,Purchase Requisition,5878.53,
PR473,Purchase Requisition,4676.32,
PR474,Purchase Requisition,7206.1,
PR475,Purchase Requisition,4017.43,
PR476,Purchase Requisition,1772.3,
PR477,Purchase Requisition,7347.64,
PR478,Purchase Requisition,5467.18,
PR479,Purchase Requisition,8225.29,
PR480,Purchase Requisition,7508.02,
PR481,Purchase Requisition,3942.1,
PR482,Purchase Requisition,7692.67,
PR483,Purchase Requisition,5695.02,
PR484,Purchase Requisition,5291.41,
PR485,Purchase Requisition,4977.28,
PR486,Purchase Requisition,5050.33,
PR487,Purchase Requisition,4496.38,
PR488,Purchase Requisition,8118.83,
PR489,Purchase Requisition,3871.49,
PR490,Purchase Requisition,5028.95,
PR491,Purchase Requisition,1277.96,
PR492,Purchase Requisition,1152.25,
PR493,Purchase Requisition,4383.38,
PR494,Purchase Requisition,7574.7,
PR495,Purchase Requisition,7718.87,
PR496,Purchase Requisition,6073.97,
PR497,Purchase Requisition,3844.74,
PR498,Purchase Requisition,5309.64,
PR499,Purchase Requisition,5077.0,
PR500,Purchase Requisition,725.83,
PR501,Purchase Requisition,4987.99,
PR502,Purchase Requisition,6253.13,
PR503,Purchase Requisition,8788.65,
PR504,Purchase Requisition,7129.26,
PR505,Purchase Requisition,6366.58,
PR506,Purchase Requisition,3256.68,
PR507,Purchase Requisition,4143.01,
PR508,Purchase Requisition,2954.76,
PR509,Purchase Requisition,4692.9,
PR510,Purchase Requisition,7712.01,
PR511,Purchase Requisition,3573.08,
PR512,Purchase Requisition,1724.93,
PR513,Purchase Requisition,4062.4,
PR514,Purchase Requisition,6778.73,
PR515,Purchase Requisition,4816.41,
PR516,Purchase Requisition,4434.66,
PR517,Purchase Requisition,3897.4,
PR518,Purchase Requisition,4597.09,
PR519,Purchase Requisition,3873.97,
PR520,Purchase Requisition,6272.42,
PR521,Purchase Requisition,6026.25,
PR522,Purchase Requisition,4401.53,
PR523,Purchase Requisition,8756.13,
PR524,Purchase Requisition,7286.97,
PR525,Purchase Requisition,4819.81,
PR526,Purchase Requisition,6051.3,
PR527,Purchase Requisition,2961.29,
PR528,Purchase Requisition,4174.46,
PR529,Purchase Requisition,7388.34,
PR530,Purchase Requisition,2955.52,
PR531,Purchase Requisition,4746.48,
PR532,Purchase Requisition,3784.38,
PR533,Purchase Requisition,6048.11,
PR534,Purchase Requisition,4691.51,
PR535,Purchase Requisition,7013.17,
PR536,Purchase Requisition,2502.77,
PR537,Purchase Requisition,6177.16,
PR538,Purchase Requisition,4880.17,
PR539,Purchase Requisition,4235.44,
PR540,Purchase Requisition,5923.53,
PR541,Purchase Requisition,4706.74,
PR542,Purchase Requisition,4792.65,
PR543,Purchase Requisition,4630.25,
PR544,Purchase Requisition,4980.03,
PR545,Purchase Requisition,3517.65,
PR546,Purchase Requisition,3496.16,
PR547,Purchase Requisition,5073.13,
PR548,Purchase Requisition,1081.24,
PR549,Purchase Requisition,1399.63,
PR550,Purchase Requisition,4540.48,
PR551,Purchase Requisition,5266.41,
PR552,Purchase Requisition,3613.84,
PR553,Purchase Requisition,8507.44,
PR554,Purchase Requisition,3977.25,
PR555,Purchase Requisition,4918.27,
PR556,Purchase Requisition,3151.6,
PR557,Purchase Requisition,8269.85,
PR558,Purchase Requisition,5109.98,
PR559,Purchase Requisition,7480.3,
PR560,Purchase Requisition,5767.02,
PR561,Purchase Requisition,3959.99,
PR562,Purchase Requisition,5502.57,
PR563,Purchase Requisition,7728.36,
PR564,Purchase Requisition,7117.16,
PR565,Purchase Requisition,953.29,
PR566,Purchase Requisition,4931.3,
PR567,Purchase Requisition,6510.87,
PR568,Purchase Requisition,3694.21,
PR569,Purchase Requisition,2242.47,
PR570,Purchase Requisition,7022.5,
PR571,Purchase Requisition,4660.39,
PR572,Purchase Requisition,7110.76,
PR573,Purchase Requisition,4162.97,
PR574,Purchase Requisition,1882.75,
PR575,Purchase Requisition,6958.65,
PR576,Purchase Requisition,4279.51,
PR577,Purchase Requisition,4525.18,
PR578,Purchase Requisition,6492.61,
PR579,Purchase Requisition,7120.32,
PR580,Purchase Requisition,3955.29,
PR581,Purchase Requisition,5767.26,
PR582,Purchase Requisition,4294.87,
PR583,Purchase Requisition,1474.26,
PR584,Purchase Requisition,3808.69,
PR585,Purchase Requisition,2651.31,
PR586,Purchase Requisition,4900.77,
PR587,Purchase Requisition,5529.5,
PR588,Purchase Requisition,5777.04,
PR589,Purchase Requisition,6223.35,
PR590,Purchase Requisition,4706.63,
PR591,Purchase Requisition,9258.4,
PR592,Purchase Requisition,9231.6,
PR593,Purchase Requisition,5752.28,
PR594,Purchase Requisition,5701.27,
PR595,Purchase Requisition,4507.31,
PR596,Purchase Requisition,4997.62,
PR597,Purchase Requisition,2894.11,
PR598,Purchase Requisition,7725.42,
PR599,Purchase Requisition,4414.03,
PR600,Purchase Requisition,6430.27,
PR601,Purchase Requisition,4779.5,
PR602,Purchase Requisition,5761.98,
PR603,Purchase Requisition,5290.29,
PR604,Purchase Requisition,2690.72,
PR605,Purchase Requisition,4510.38,
PR606,Purchase Requisition,8708.53,
PR607,Purchase Requisition,3520.74,
PR608,Purchase Requisition,4918.07,
PR609,Purchase Requisition,4254.47,
PR610,Purchase Requisition,6255.66,
PR611,Purchase Requisition,5757.5,
PR612,Purchase Requisition,6976.31,
PR613,Purchase Requisition,9502.96,
PR614,Purchase Requisition,4609.37,
PR615,Purchase Requisition,8412.74,
PR616,Purchase Requisition,6665.96,
PR617,Purchase Requisition,6502.52,
PR618,Purchase Requisition,5175.38,
PR619,Purchase Requisition,6527.07,
PR620,Purchase Requisition,2079.49,
PR621,Purchase Requisition,4093.96,
PR622,Purchase Requisition,5628.02,
PR623,Purchase Requisition,4303.11,
PR624,Purchase Requisition,8467.35,
PR625,Purchase Requisition,2729.95,
PR626,Purchase Requisition,4189.7,
PR627,Purchase Requisition,416.05,
PR628,Purchase Requisition,6626.81,
PR629,Purchase Requisition,8067.82,
PR630,Purchase Requisition,5797.5,
PR631,Purchase Requisition,3186.13,
PR632,Purchase Requisition,4917.49,
PR633,Purchase Requisition,6904.47,
PR634,Purchase Requisition,6029.12,
PR635,Purchase Requisition,6318.54,
PR636,Purchase Requisition,4287.37,
PR637,Purchase Requisition,4325.04,
PR638,Purchase Requisition,4892.31,
PR639,Purchase Requisition,3996.09,
PR640,Purchase Requisition,4646.03,
PR641,Purchase Requisition,7148.12,
PR642,Purchase Requisition,5532.02,
PR643,Purchase Requisition,2723.72,
PR644,Purchase Requisition,2149.74,
PR645,Purchase Requisition,6245.39,
PR646,Purchase Requisition,8166.35,
PR647,Purchase Requisition,7163.78,
PR648,Purchase Requisition,875.55,
PR649,Purchase Requisition,6097.87,
PR650,Purchase Requisition,2795.11,
PR651,Purchase Requisition,4110.78,
PR652,Purchase Requisition,6330.62,
PR653,Purchase Requisition,4661.72,
PR654,Purchase Requisition,3830.98,
PR655,Purchase Requisition,5530.14,
PR656,Purchase Requisition,3805.75,
PR657,Purchase Requisition,8144.03,
PR658,Purchase Requisition,6799.43,
PR659,Purchase Requisition,6432.7,
PR660,Purchase Requisition,5496.26,
PR661,Purchase Requisition,6267.28,
PR662,Purchase Requisition,4903.17,
PR663,Purchase Requisition,4258.97,
PR664,Purchase Requisition,6584.06,
PR665,Purchase Requisition,4155.96,
PR666,Purchase Requisition,5339.39,
PR667,Purchase Requisition,6038.21,
PR668,Purchase Requisition,6377.53,
PR669,Purchase Requisition,5817.51,
PR670,Purchase Requisition,5533.7,
PR671,Purchase Requisition,5260.04,
PR672,Purchase Requisition,1154.12,
PR673,Purchase Requisition,3441.31,
PR674,Purchase Requisition,7588.4,
PR675,Purchase Requisition,10005.34,
PR676,Purchase Requisition,2274.35,
PR677,Purchase Requisition,3876.83,
PR678,Purchase Requisition,4465.34,
PR679,Purchase Requisition,2120.58,
PR680,Purchase Requisition,6159.2,
PR681,Purchase Requisition,8922.92,
PR682,Purchase Requisition,4459.54,
PR683,Purchase Requisition,1269.57,
PR684,Purchase Requisition,3794.45,
PR685,Purchase Requisition,5559.56,
PR686,Purchase Requisition,4969.87,
PR687,Purchase Requisition,5353.66,
PR688,Purchase Requisition,5142.03,
PR689,Purchase Requisition,5211.4,
PR690,Purchase Requisition,3532.38,
PR691,Purchase Requisition,2349.02,
PR692,Purchase Requisition,3794.67,
PR693,Purchase Requisition,3954.21,
PR694,Purchase Requisition,3816.92,
PR695,Purchase Requisition,6253.23,
PR696,Purchase Requisition,4665.25,
PR697,Purchase Requisition,4902.59,
PR698,Purchase Requisition,3101.64,
PR699,Purchase Requisition,2738.95,
PR700,Purchase Requisition,3432.22,
PR701,Purchase Requisition,7092.17,
PR702,Purchase Requisition,5865.62,
PR703,Purchase Requisition,7100.6,
PR704,Purchase Requisition,5145.56,
PR705,Purchase Requisition,4759.45,
PR706,Purchase Requisition,5922.06,
PR707,Purchase Requisition,5100.49,
PR708,Purchase Requisition,3652.08,
PR709,Purchase Requisition,1380.01,
PR710,Purchase Requisition,7041.11,
PR711,Purchase Requisition,7490.13,
PR712,Purchase Requisition,3031.25,
PR713,Purchase Requisition,3457.05,
PR714,Purchase Requisition,5696.06,
PR715,Purchase Requisition,5637.82,
PR716,Purchase Requisition,4203.84,
PR717,Purchase Requisition,5573.0,
PR718,Purchase Requisition,4940.4,
PR719,Purchase Requisition,6601.46,
PR720,Purchase Requisition,2361.97,
PR721,Purchase Requisition,5347.36,
PR722,Purchase Requisition,6398.93,
PR723,Purchase Requisition,4737.62,
PR724,Purchase Requisition,4316.95,
PR725,Purchase Requisition,5898.98,
PR726,Purchase Requisition,6031.2,
PR727,Purchase Requisition,2632.34,
PR728,Purchase Requisition,3156.47,
PR729,Purchase Requisition,6870.98,
PR730,Purchase Requisition,6922.25,
PR731,Purchase Requisition,1586.73,
PR732,Purchase Requisition,5554.35,
PR733,Purchase Requisition,4261.66,
PR734,Purchase Requisition,8418.82,
PR735,Purchase Requisition,5412.01,
PR736,Purchase Requisition,4759.59,
PR737,Purchase Requisition,3090.6,
PR738,Purchase Requisition,7168.49,
PR739,Purchase Requisition,5738.08,
PR740,Purchase Requisition,4203.75,
PR741,Purchase Requisition,3926.82,
PR742,Purchase Requisition,5037.26,
PR743,Purchase Requisition,4632.3,
PR744,Purchase Requisition,8015.45,
PR745,Purchase Requisition,3199.91,
PR746,Purchase Requisition,3645.23,
PR747,Purchase Requisition,6954.3,
PR748,Purchase Requisition,7826.72,
PR749,Purchase Requisition,6750.41,
PR750,Purchase Requisition,7758.39,
PR751,Purchase Requisition,4996.42,
PR752,Purchase Requisition,4323.62,
PR753,Purchase Requisition,4648.98,
PR754,Purchase Requisition,3022.2,
PR755,Purchase Requisition,5386.06,
PR756,Purchase Requisition,8037.39,
PR757,Purchase Requisition,5528.57,
PR758,Purchase Requisition,3429.05,
PR759,Purchase Requisition,4048.06,
PR760,Purchase Requisition,9303.95,
PR761,Purchase Requisition,6163.51,
PR762,Purchase Requisition,7268.95,
PR763,Purchase Requisition,4924.35,
PR764,Purchase Requisition,7177.17,
PR765,Purchase Requisition,6370.01,
PR766,Purchase Requisition,4214.65,
PR767,Purchase Requisition,5263.99,
PR768,Purchase Requisition,4780.63,
PR769,Purchase Requisition,5155.87,
PR770,Purchase Requisition,4712.89,
PR771,Purchase Requisition,4446.16,
PR772,Purchase Requisition,7181.21,
PR773,Purchase Requisition,6650.41,
PR774,Purchase Requisition,7729.18,
PR775,Purchase Requisition,4293.67,
PR776,Purchase Requisition,6330.57,
PR777,Purchase Requisition,4534.27,
PR778,Purchase Requisition,6071.92,
PR779,Purchase Requisition,1990.98,
PR780,Purchase Requisition,5711.19,
PR781,Purchase Requisition,3945.72,
PR782,Purchase Requisition,5938.16,
PR783,Purchase Requisition,5945.34,
PR784,Purchase Requisition,2494.97,
PR785,Purchase Requisition,4333.42,
PR786,Purchase Requisition,6132.07,
PR787,Purchase Requisition,2424.12,
PR788,Purchase Requisition,3761.8,
PR789,Purchase Requisition,7640.09,
PR790,Purchase Requisition,6487.96,
PR791,Purchase Requisition,4052.75,
PR792,Purchase Requisition,7815.87,
PR793,Purchase Requisition,6376.13,
PR794,Purchase Requisition,2350.98,
PR795,Purchase Requisition,9227.82,
PR796,Purchase Requisition,4880.96,
PR797,Purchase Requisition,3501.46,
PR798,Purchase Requisition,6057.39,
PR799,Purchase Requisition,7818.11,
PR800,Purchase Requisition,9243.16,
PR801,Purchase Requisition,2595.26,
PR802,Purchase Requisition,8479.65,
PR803,Purchase Requisition,4767.9,
PR804,Purchase Requisition,2714.87,
PR805,Purchase Requisition,6805.26,
PR806,Purchase Requisition,9232.37,
PR807,Purchase Requisition,2501.99,
PR808,Purchase Requisition,6459.64,
PR809,Purchase Requisition,2722.06,
PR810,Purchase Requisition,5223.78,
PR811,Purchase Requisition,3648.07,
PR812,Purchase Requisition,4117.55,
PR813,Purchase Requisition,244.89,
PR814,Purchase Requisition,4568.4,
PR815,Purchase Requisition,3076.56,
PR816,Purchase Requisition,4671.2,
PR817,Purchase Requisition,5275.43,
PR818,Purchase Requisition,6727.52,
PR819,Purchase Requisition,3512.69,
PR820,Purchase Requisition,5937.09,
PR821,Purchase Requisition,175.94,
PR822,Purchase Requisition,6883.31,
PR823,Purchase Requisition,7890.14,
PR824,Purchase Requisition,4331.36,
PR825,Purchase Requisition,4014.04,
PR826,Purchase Requisition,4569.09,
PR827,Purchase Requisition,7569.88,
PR828,Purchase Requisition,6697.62,
PR829,Purchase Requisition,6238.43,
PR830,Purchase Requisition,6686.5,
PR831,Purchase Requisition,7610.78,
PR832,Purchase Requisition,7064.75,
PR833,Purchase Requisition,2622.57,
PR834,Purchase Requisition,5330.55,
PR835,Purchase Requisition,2851.69,
PR836,Purchase Requisition,4104.34,
PR837,Purchase Requisition,3690.69,
PR838,Purchase Requisition,4344.62,
PR839,Purchase Requisition,6677.72,
PR840,Purchase Requisition,6240.53,
PR841,Purchase Requisition,4120.83,
PR842,Purchase Requisition,3574.39,
PR843,Purchase Requisition,5969.57,
PR844,Purchase Requisition,5147.29,
PR845,Purchase Requisition,5202.84,
PR846,Purchase Requisition,3992.04,
PR847,Purchase Requisition,3067.46,
PR848,Purchase Requisition,3751.9,
PR849,Purchase Requisition,5609.09,
PR850,Purchase Requisition,5517.4,
PR851,Purchase Requisition,4859.2,
PR852,Purchase Requisition,4190.03,
PR853,Purchase Requisition,5214.5,
PR854,Purchase Requisition,6032.04,
PR855,Purchase Requisition,7122.57,
PR856,Purchase Requisition,4237.29,
PR857,Purchase Requisition,6145.48,
PR858,Purchase Requisition,6055.58,
PR859,Purchase Requisition,8419.36,
PR860,Purchase Requisition,4683.67,
PR861,Purchase Requisition,5173.3,
PR862,Purchase Requisition,4587.22,
PR863,Purchase Requisition,5229.11,
PR864,Purchase Requisition,6413.95,
PR865,Purchase Requisition,4639.84,
PR866,Purchase Requisition,8144.07,
PR867,Purchase Requisition,150.91,
PR868,Purchase Requisition,6910.74,
PR869,Purchase Requisition,4502.52,
PR870,Purchase Requisition,8120.41,
PR871,Purchase Requisition,6451.39,
PR872,Purchase Requisition,4705.86,
PR873,Purchase Requisition,5135.79,
PR874,Purchase Requisition,3005.05,
PR875,Purchase Requisition,4610.31,
